"University","CostIState","CostOState","CollegeType","Undergraduates","EntranceDifficulty","AdmitRate","Applicants","City","State","Region","Starting Median Salary","Mid-Career Median Salary","Mid-Career 10th Percentile Salary","Mid-Career 25th Percentile Salary","Mid-Career 75th Percentile Salary","Mid-Career 90th Percentile Salary"
"endicott college",32154,32154,"private",3268,"moderately difficult",0.79,"3619","beverly","MA",NA,NA,NA,NA,NA,NA,NA
"baker college of flint",11250,11250,"private",24099,"minimally difficult",1,"8662","flint","MI",NA,NA,NA,NA,NA,NA,NA
"university of nebraska medical center",NA,NA,"public",1013,NA,NA,NA,"omaha","NE",NA,NA,NA,NA,NA,NA,NA
"granite state college",9435,10575,"public",1851,"noncompetitive",1,"289","concord","NH",NA,NA,NA,NA,NA,NA,NA
"beth medrash govoha",20788,20788,"private",2747,"moderately difficult",NA,NA,"lakewood","NJ",NA,NA,NA,NA,NA,NA,NA
"vaughn college of aeronautics & technology",24710,24710,"private",1540,"moderately difficult",0.69,"800","flushing","NY",NA,NA,NA,NA,NA,NA,NA
"metropolitan college of new york",19180,19180,"private",697,"moderately difficult",0.4,"257","new york","NY",NA,NA,NA,NA,NA,NA,NA
"suny downstate medical center",7074,16924,"public",343,"moderately difficult",0.14,"1005","brooklyn","NY",NA,NA,NA,NA,NA,NA,NA
"chowan university",24480,24480,"private",1525,"minimally difficult",0.57,"4364","murfreesboro","NC",NA,NA,NA,NA,NA,NA,NA
"lees-mcrae college",26198,26198,"private",991,"minimally difficult",0.63,"1531","banner elk","NC",NA,NA,NA,NA,NA,NA,NA
"oregon health & science university",18765,32985,"public",827,NA,NA,NA,"portland","OR",NA,NA,NA,NA,NA,NA,NA
"anderson university",26920,26920,"private",1883,"moderately difficult",0.66,"2650","anderson","IN",NA,NA,NA,NA,NA,NA,NA
"anderson university",26920,26920,"private",2940,"minimally difficult",0.54,"3316","anderson","SC",NA,NA,NA,NA,NA,NA,NA
"medical university of south carolina",15168,23182,"public",205,"very difficult",NA,NA,"charleston","SC",NA,NA,NA,NA,NA,NA,NA
"oglala lakota college",3284,3284,"public",NA,NA,NA,NA,"kyle","SD",NA,NA,NA,NA,NA,NA,NA
"texas a&m university texarkana",7635,21900,"public",1061,"noncompetitive",NA,NA,"texarkana","TX",NA,NA,NA,NA,NA,NA,NA
"university of houston victoria",7627,20077,"public",3012,"minimally difficult",0.56,"3950","victoria","TX",NA,NA,NA,NA,NA,NA,NA
"university of texas medical branch",7422,19954,"public",492,"very difficult",NA,NA,"galveston","TX",NA,NA,NA,NA,NA,NA,NA
"city university of seattle",NA,NA,"private",1035,"noncompetitive",1,"86","seattle","WA",NA,NA,NA,NA,NA,NA,NA
"midway college",23850,23850,"private",1513,"minimally difficult",NA,NA,"midway","KY",NA,NA,NA,NA,NA,NA,NA
"clayton state university",6410,19486,"public",6555,"minimally difficult",0.41,"2295","morrow","GA",NA,NA,NA,NA,NA,NA,NA
"shawnee state university",7460,13268,"public",3603,"noncompetitive",0.74,"3614","portsmouth","OH",NA,NA,NA,NA,NA,NA,NA
"wisconsin lutheran college",29140,29140,"private",1070,"moderately difficult",0.64,"870","milwaukee","WI",NA,NA,NA,NA,NA,NA,NA
"humphreys college",14004,14004,"private",669,"noncompetitive",NA,NA,"stockton","CA",NA,NA,NA,NA,NA,NA,NA
"hilbert college",21800,21800,"private",809,"minimally difficult",0.81,"968","hamburg","NY",NA,NA,NA,NA,NA,NA,NA
"champlain college",39818,39818,"private",2267,"moderately difficult",0.7,"4576","burlington","VT",NA,NA,NA,NA,NA,NA,NA
"art institute of portland",17316,17316,"private for profit",NA,NA,NA,NA,"portland","OR",NA,NA,NA,NA,NA,NA,NA
"lasell college",34600,34600,"private",1788,"moderately difficult",0.76,"3221","newton","MA",NA,NA,NA,NA,NA,NA,NA
"mount aloysius college",22430,22430,"private",1720,"minimally difficult",NA,NA,"cresson","PA",NA,NA,NA,NA,NA,NA,NA
"alfred state college",8327,17977,"public",3699,"moderately difficult",0.57,"4912","alfred","NY",NA,NA,NA,NA,NA,NA,NA
"charter oak state college",9771,12591,"public",1533,"noncompetitive",NA,NA,"new britain","CT",NA,NA,NA,NA,NA,NA,NA
"martin university",16410,16410,"private",1074,"noncompetitive",0.96,"243","indianapolis","IN",NA,NA,NA,NA,NA,NA,NA
"montserrat college of art",32000,32000,"private",397,"moderately difficult",0.79,"404","beverly","MA",NA,NA,NA,NA,NA,NA,NA
"chamberlain college of nursing",19500,19500,"private for profit",543,"moderately difficult",NA,NA,"st louis","MO",NA,NA,NA,NA,NA,NA,NA
"chamberlain college of nursing",19500,19500,"private for profit",633,NA,NA,NA,"phoenix","AZ",NA,NA,NA,NA,NA,NA,NA
"montreat college",25730,25730,"private",808,"moderately difficult",0.54,"819","montreat","NC",NA,NA,NA,NA,NA,NA,NA
"valley forge university",21271,21271,"private",810,"minimally difficult",0.79,"465","phoenixville","PA",NA,NA,NA,NA,NA,NA,NA
"presentation college",19450,19450,"private",748,"noncompetitive",0.74,"340","aberdeen","SD",NA,NA,NA,NA,NA,NA,NA
"sinte gleska university",3700,3700,"public",869,"noncompetitive",NA,NA,"mission","SD",NA,NA,NA,NA,NA,NA,NA
"criswell college",12138,12138,"private",225,"minimally difficult",1,"25","dallas","TX",NA,NA,NA,NA,NA,NA,NA
"southwestern christian college",8074,8074,"private",NA,"noncompetitive",NA,NA,"terrell","TX",NA,NA,NA,NA,NA,NA,NA
"arkansas baptist college",8760,8760,"private",626,"minimally difficult",NA,NA,"little rock","AR",NA,NA,NA,NA,NA,NA,NA
"central baptist college",15750,15750,"private",832,"minimally difficult",0.62,"318","conway","AR",NA,NA,NA,NA,NA,NA,NA
"life pacific college",14884,14884,"private",514,"minimally difficult",1,"75","san dimas","CA",NA,NA,NA,NA,NA,NA,NA
"lincoln university",10800,10800,"public",2618,"noncompetitive",0.52,"5077","jefferson city","MO",NA,NA,NA,NA,NA,NA,NA
"lincoln university",10800,10800,"public",1824,"minimally difficult",0.87,"3685","lincoln university","PA",NA,NA,NA,NA,NA,NA,NA
"lincoln university",10800,10800,"private",252,"minimally difficult",0.81,"276","oakland","CA",NA,NA,NA,NA,NA,NA,NA
"emmanuel college",19710,19710,"private",2012,NA,0.71,"6223","boston","MA",NA,NA,NA,NA,NA,NA,NA
"emmanuel college",19710,19710,"private",920,"minimally difficult",0.41,"1386","franklin springs","GA",NA,NA,NA,NA,NA,NA,NA
"lincoln christian university",13020,13020,"private",528,"moderately difficult",0.56,"234","lincoln","IL",NA,NA,NA,NA,NA,NA,NA
"great lakes christian college",15550,15550,"private",225,"minimally difficult",NA,NA,"lansing","MI",NA,NA,NA,NA,NA,NA,NA
"research college of nursing",36600,36600,"private for profit",340,"moderately difficult",0.73,"339","kansas city","MO",NA,NA,NA,NA,NA,NA,NA
"grace university",23030,23030,"private",366,"moderately difficult",0.64,"228","omaha","NE",NA,NA,NA,NA,NA,NA,NA
"piedmont international university",10100,10100,"private",197,"noncompetitive",0.49,"85","winston salem","NC",NA,NA,NA,NA,NA,NA,NA
"trinity bible college",16040,16040,"private",197,"noncompetitive",NA,NA,"ellendale","ND",NA,NA,NA,NA,NA,NA,NA
"mid-america christian university",17830,17830,"private",869,"noncompetitive",NA,NA,"oklahoma city","OK",NA,NA,NA,NA,NA,NA,NA
"allen university",13040,13040,"private",827,"minimally difficult",0.72,"1937","columbia","SC",NA,NA,NA,NA,NA,NA,NA
"university of minnesota crookston",12202,12202,"public",2823,"minimally difficult",0.78,"1073","crookston","MN",NA,NA,NA,NA,NA,NA,NA
"state university of new york of agriculture & technology cobleskill",NA,NA,NA,2304,"minimally difficult",0.78,"2897","cobleskill","NY",NA,NA,NA,NA,NA,NA,NA
"art institute of fort lauderdale",22105,22105,"private for profit",NA,NA,NA,NA,"fort lauderdale","FL",NA,NA,NA,NA,NA,NA,NA
"thomas university",16715,16715,"private",769,"minimally difficult",0.47,"416","thomasville","GA",NA,NA,NA,NA,NA,NA,NA
"university of maryland university college",7386,12426,"public",44219,"noncompetitive",1,"1981","adelphi","MD",NA,NA,NA,NA,NA,NA,NA
"university of mississippi medical center",8268,24246,"public",512,NA,NA,NA,"jackson","MS",NA,NA,NA,NA,NA,NA,NA
"california state university san marcos",7648,19528,"public",12562,"moderately difficult",0.73,"12872","san marcos","CA",NA,NA,NA,NA,NA,NA,NA
"o'more college of design",29880,29880,"private",170,"moderately difficult",0.8,"132","franklin","TN",NA,NA,NA,NA,NA,NA,NA
"concordia college alabama",10120,10120,"private",611,"moderately difficult",NA,NA,"selma","AL",NA,NA,NA,NA,NA,NA,NA
"york college",18760,18760,"public",8258,"moderately difficult",0.61,"13726","jamaica","NY",NA,NA,NA,NA,NA,NA,NA
"york college",18760,18760,"private",430,"moderately difficult",0.6,"485","york","NE",NA,NA,NA,NA,NA,NA,NA
"design institute of san diego",22510,22510,"private for profit",143,NA,NA,NA,"san diego","CA",NA,NA,NA,NA,NA,NA,NA
"holy apostles college & seminary",9670,9670,"private",58,"noncompetitive",1,"10","cromwell","CT",NA,NA,NA,NA,NA,NA,NA
"rabbinical college of america",11100,11100,"private",259,"minimally difficult",1,"60","morristown","NJ",NA,NA,NA,NA,NA,NA,NA
"talmudical academy of new jersey",13000,13000,"private",48,NA,1,"15","adelphia","NJ",NA,NA,NA,NA,NA,NA,NA
"the jewish theological seminary",21740,21740,"private",190,"very difficult",0.6,"124","new york","NY",NA,NA,NA,NA,NA,NA,NA
"excelsior college",NA,NA,"private",35161,NA,NA,NA,"albany","NY",NA,NA,NA,NA,NA,NA,NA
"heritage christian university",11232,11232,"private",63,"noncompetitive",1,"8","florence","AL",NA,NA,NA,NA,NA,NA,NA
"amridge university",7180,7180,"private",315,"minimally difficult",NA,NA,"montgomery","AL",NA,NA,NA,NA,NA,NA,NA
"johnson university florida",14920,14920,"private",185,"minimally difficult",0.62,"232","kissimmee","FL",NA,NA,NA,NA,NA,NA,NA
"st. john vianney college seminary",14760,14760,"private",NA,"moderately difficult",1,"10","miami","FL",NA,NA,NA,NA,NA,NA,NA
"talmudic university",13250,13250,"private",30,"moderately difficult",0.8,"10","miami beach","FL",NA,NA,NA,NA,NA,NA,NA
"point university",20600,20600,"private",1954,"moderately difficult",0.51,"1184","west point","GA",NA,NA,NA,NA,NA,NA,NA
"reinhardt university",22422,22422,"private",1334,"moderately difficult",0.9,"1172","waleska","GA",NA,NA,NA,NA,NA,NA,NA
"clear creek baptist bible college",9020,9020,"private",172,"noncompetitive",0.88,"52","pineville","KY",NA,NA,NA,NA,NA,NA,NA
"kentucky mountain bible college",7760,7760,"private",85,"minimally difficult",0.41,"59","jackson","KY",NA,NA,NA,NA,NA,NA,NA
"sullivan university",NA,NA,"private for profit",2504,"minimally difficult",0.77,"3091","louisville","KY",NA,NA,NA,NA,NA,NA,NA
"ner israel rabbinical college",11900,11900,"private",369,"moderately difficult",NA,NA,"baltimore","MD",NA,NA,NA,NA,NA,NA,NA
"southeastern baptist college",6550,6550,"private",79,"noncompetitive",NA,NA,"laurel","MS",NA,NA,NA,NA,NA,NA,NA
"john wesley university",13330,13330,"private",126,"moderately difficult",0.2,"165","high point","NC",NA,NA,NA,NA,NA,NA,NA
"mid-atlantic christian university",13200,13200,"private",186,"minimally difficult",0.5,"212","elizabeth city","NC",NA,NA,NA,NA,NA,NA,NA
"north greenville university",18750,18750,"private",2481,"minimally difficult",0.59,"1617","tigerville","SC",NA,NA,NA,NA,NA,NA,NA
"american baptist college",11894,11894,"private",152,"noncompetitive",0.82,"45","nashville","TN",NA,NA,NA,NA,NA,NA,NA
"martin methodist college",23800,23800,"private",924,"minimally difficult",NA,NA,"pulaski","TN",NA,NA,NA,NA,NA,NA,NA
"appalachian bible college",14290,14290,"private",286,"noncompetitive",0.56,"133","mount hope","WV",NA,NA,NA,NA,NA,NA,NA
"ohio valley university",21100,21100,"private",403,"minimally difficult",0.64,"845","vienna","WV",NA,NA,NA,NA,NA,NA,NA
"blessing-reiman college of nursing",24750,24750,"private",233,"moderately difficult",0.66,"546","quincy","IL",NA,NA,NA,NA,NA,NA,NA
"saint anthony college of nursing",25342,25342,"private",238,"moderately difficult",NA,NA,"rockford","IL",NA,NA,NA,NA,NA,NA,NA
"saint francis medical center college of nursing",21224,21224,"private",392,NA,0.72,"223","peoria","IL",NA,NA,NA,NA,NA,NA,NA
"resurrection university",26134,26134,"private",609,"moderately difficult",NA,NA,"chicago","IL",NA,NA,NA,NA,NA,NA,NA
"divine word college",13030,13030,"private",133,NA,NA,NA,"epworth","IA",NA,NA,NA,NA,NA,NA,NA
"emmaus bible college",17520,17520,"private",265,"noncompetitive",0.36,"432","dubuque","IA",NA,NA,NA,NA,NA,NA,NA
"grace bible college",19650,19650,"private",207,"minimally difficult",0.34,"158","grand rapids","MI",NA,NA,NA,NA,NA,NA,NA
"kuyper college",21090,21090,"private",208,"moderately difficult",0.73,"154","grand rapids","MI",NA,NA,NA,NA,NA,NA,NA
"sacred heart major seminary",18706,18706,"private",264,"moderately difficult",1,"4","detroit","MI",NA,NA,NA,NA,NA,NA,NA
"oak hills christian college",17314,17314,"private",140,"minimally difficult",0.56,"70","bemidji","MN",NA,NA,NA,NA,NA,NA,NA
"central christian college of the bible",NA,NA,"private",417,"noncompetitive",0.65,"354","moberly","MO",NA,NA,NA,NA,NA,NA,NA
"st. louis christian college",11025,11025,"private",113,"minimally difficult",0.27,"51","florissant","MO",NA,NA,NA,NA,NA,NA,NA
"saint luke's college of health sciences",15674,15674,"private",113,"very difficult",NA,NA,"kansas city","MO",NA,NA,NA,NA,NA,NA,NA
"ohio christian university",20240,20240,"private",4213,"minimally difficult",NA,NA,"circleville","OH",NA,NA,NA,NA,NA,NA,NA
"god's bible school & college",7040,7040,"private",292,NA,0.9,"93","cincinnati","OH",NA,NA,NA,NA,NA,NA,NA
"mount carmel college of nursing",13107,13107,"private",926,"moderately difficult",0.61,"254","columbus","OH",NA,NA,NA,NA,NA,NA,NA
"ozark christian college",11980,11980,"private",NA,"noncompetitive",NA,NA,"joplin","MO",NA,NA,NA,NA,NA,NA,NA
"alaska bible college",9300,9300,"private",50,"minimally difficult",NA,NA,"palmer","AK",NA,NA,NA,NA,NA,NA,NA
"arizona christian university",4680,4680,"private",820,NA,NA,NA,"phoenix","AZ",NA,NA,NA,NA,NA,NA,NA
"william jessup university",29950,29950,"private",1097,"moderately difficult",0.76,"522","rocklin","CA",NA,NA,NA,NA,NA,NA,NA
"yeshiva ohr elchonon chabad/west coast talmudical seminary",14300,14300,"private",135,"moderately difficult",1,"68","los angeles","CA",NA,NA,NA,NA,NA,NA,NA
"naropa university",31790,31790,"private",397,"moderately difficult",0.8,"181","boulder","CO",NA,NA,NA,NA,NA,NA,NA
"nazarene bible college",14620,14620,"private",769,"noncompetitive",0.14,"129","lenexa","KS",NA,NA,NA,NA,NA,NA,NA
"southwestern christian university",16950,16950,"private",325,"minimally difficult",NA,NA,"bethany","OK",NA,NA,NA,NA,NA,NA,NA
"new hope christian college",14880,14880,"private",143,"minimally difficult",0.22,"165","eugene","OR",NA,NA,NA,NA,NA,NA,NA
"arlington baptist college",12650,12650,"private",184,"noncompetitive",1,"80","arlington","TX",NA,NA,NA,NA,NA,NA,NA
"baptist missionary association theological seminary",5650,5650,"private",56,"noncompetitive",NA,NA,"jacksonville","TX",NA,NA,NA,NA,NA,NA,NA
"dallas christian college",17620,17620,"private",252,"moderately difficult",0.23,"225","dallas","TX",NA,NA,NA,NA,NA,NA,NA
"bastyr university",25455,25455,"private",287,NA,NA,NA,"kenmore","WA",NA,NA,NA,NA,NA,NA,NA
"boise bible college",12080,12080,"private",174,"minimally difficult",1,"77","boise","ID",NA,NA,NA,NA,NA,NA,NA
"barclay college",18320,18320,"private",250,"minimally difficult",0.71,"89","haviland","KS",NA,NA,NA,NA,NA,NA,NA
"central christian college of kansas",25760,25760,"private",466,"minimally difficult",0.99,"402","mcpherson","KS",NA,NA,NA,NA,NA,NA,NA
"salish kootenai college",6279,11463,"private",1088,"noncompetitive",0.64,"344","pablo","MT",NA,NA,NA,NA,NA,NA,NA
"nebraska christian college",16830,16830,"private",130,NA,NA,NA,"papillion","NE",NA,NA,NA,NA,NA,NA,NA
"nebraska methodist college",17720,17720,"private",865,"moderately difficult",0.35,"240","omaha","NE",NA,NA,NA,NA,NA,NA,NA
"becker college",38250,38250,"private",2178,"moderately difficult",0.65,"4458","worcester","MA",NA,NA,NA,NA,NA,NA,NA
"william peace university",28700,28700,"private",1034,"moderately difficult",0.63,"1631","raleigh","NC",NA,NA,NA,NA,NA,NA,NA
"robert morris university",27180,27180,"private",4384,"minimally difficult",0.8,"7164","moon township","PA","Midwestern",38500,68200,37300,47100,95000,128000
"robert morris university",27180,27180,"private",2352,"minimally difficult",0.23,"2732","chicago","IL","Midwestern",38500,68200,37300,47100,95000,128000
"maranatha baptist bible college",14910,14910,"private",953,"noncompetitive",0.68,"398","watertown","WI",NA,NA,NA,NA,NA,NA,NA
"goldfarb school of nursing barnes-jewish college",20188,20188,"private",616,"moderately difficult",NA,NA,"st louis","MO",NA,NA,NA,NA,NA,NA,NA
"columbia college of nursing",28900,28900,"private",169,"moderately difficult",NA,NA,"glendale","WI",NA,NA,NA,NA,NA,NA,NA
"bellin college",21513,21513,"private",362,"moderately difficult",NA,NA,"green bay","WI",NA,NA,NA,NA,NA,NA,NA
"davis college",16800,16800,"private",216,"minimally difficult",0.52,"120","johnson city","NY",NA,NA,NA,NA,NA,NA,NA
"allen college",20243,20243,"private",360,"moderately difficult",NA,NA,"waterloo","IA",NA,NA,NA,NA,NA,NA,NA
"lakeview college of nursing",16160,16160,"private",236,"moderately difficult",NA,NA,"danville","IL",NA,NA,NA,NA,NA,NA,NA
"yehiva gedolah of greater detroit",6800,6800,"private",57,NA,1,"27","oak park","MI",NA,NA,NA,NA,NA,NA,NA
"pennsylvania college of technology",16350,23280,"public",5432,"noncompetitive",0.67,"6366","williamsport","PA",NA,NA,NA,NA,NA,NA,NA
"the art institute of atlanta",NA,NA,"private for profit",NA,NA,NA,NA,"atlanta","GA",NA,NA,NA,NA,NA,NA,NA
"caribbean university",6380,6380,"private",2920,"minimally difficult",0.57,"1020","bayam<f3>n","PR",NA,NA,NA,NA,NA,NA,NA
"universidad del este",5820,5820,"private",11825,"noncompetitive",0.43,"10800","carolina","PR",NA,NA,NA,NA,NA,NA,NA
"university of puerto rico medical sciences campus",2196,2196,"public",535,"moderately difficult",NA,NA,"san juan","PR",NA,NA,NA,NA,NA,NA,NA
